Ticker,Ticker_Name,Date,Weighted_Compound_Score
SE,garena,2023-02-18,0.4351214285714286
SE,garena,2023-02-19,0.654423076923077
SE,garena,2023-02-20,0.3375333333333333
SE,garena,2023-02-21,0.0281
SE,garena,2023-02-22,0.3839285714285714
SE,garena,2023-02-23,0.069475
SE,garena,2023-02-24,0.0593
SE,garena,2023-02-25,0.08202
SE,garena,2023-02-26,-0.5169
SE,garena,2023-02-28,0.741907874015748
SE,garena,2023-03-01,-0.438575
SE,garena,2023-03-02,-0.0817085714285714
SE,garena,2023-03-03,0.872
SE,garena,2023-03-04,0.6535
SE,garena,2023-03-05,0.5563
SE,garena,2023-03-07,-0.2578923076923077
SE,garena,2023-03-08,0.4863375
SE,garena,2023-03-09,0.2258232432432433
SE,garena,2023-03-10,0.1352666666666666
SE,garena,2023-03-11,0.48748
SE,garena,2023-03-12,-0.3360588235294117
SE,garena,2023-03-13,0.3579904761904762
SE,garena,2023-03-14,-0.8885
SE,garena,2023-03-15,-0.1486
SE,garena,2023-03-16,0.1422
SE,garena,2023-03-17,0.032243448275862
SE,garena,2023-03-18,0.1951428571428571
SE,garena,2023-03-19,0.25875
SE,garena,2023-03-20,0.056575
SE,garena,2023-03-21,0.74935
SE,garena,2023-03-22,0.0007714285714285
SE,garena,2023-03-23,-0.2624368421052631
SE,garena,2023-03-24,-0.3863333333333333
SE,garena,2023-03-25,0.47118
SE,garena,2023-03-26,0.3749710843373494
SE,garena,2023-03-28,0.5411428571428571
SE,garena,2023-03-29,0.0340533333333333
SE,garena,2023-03-30,-0.3537857142857143
SE,garena,2023-03-31,0.5188666666666667
SE,garena,2023-04-01,0.2263
SE,garena,2023-04-02,0.128
SE,garena,2023-04-03,-0.30288
SE,garena,2023-04-04,0.4209333333333334
SE,garena,2023-04-05,-0.3182
SE,garena,2023-04-06,0.1181571428571428
SE,garena,2023-04-07,0.33925
SE,garena,2023-04-08,0.01414375
SE,garena,2023-04-09,-0.2036408163265306
SE,garena,2023-04-10,0.7381909090909091
SE,garena,2023-04-11,0.1447556776556776
SE,garena,2023-04-12,-0.2298199999999999
SE,garena,2023-04-13,0.1989181818181818
SE,garena,2023-04-14,0.1666666666666666
SE,garena,2023-04-15,0.470212641815235
SE,garena,2023-04-16,0.2881083333333333
SE,garena,2023-04-17,0.5806385416666666
SE,garena,2023-04-18,-0.4215
SE,garena,2023-04-19,-0.6366692307692309
SE,shopee,2023-02-18,0.3161382857142856
SE,shopee,2023-02-19,0.0538352798053527
SE,shopee,2023-02-20,0.1707203971119134
SE,shopee,2023-02-21,0.21556836461126
SE,shopee,2023-02-22,0.16866203125
SE,shopee,2023-02-23,0.1013781609195402
SE,shopee,2023-02-24,0.5097782828282829
SE,shopee,2023-02-25,0.2042908212560386
SE,shopee,2023-02-26,0.3881864674868189
SE,shopee,2023-02-27,0.5659892629663331
SE,shopee,2023-02-28,0.1994152688172043
SE,shopee,2023-03-01,-0.076944
SE,shopee,2023-03-02,0.1196641975308641
SE,shopee,2023-03-03,0.2813384615384615
SE,shopee,2023-03-04,0.445118025751073
SE,shopee,2023-03-05,0.4111771871539313
SE,shopee,2023-03-06,0.2093086269744835
SE,shopee,2023-03-07,0.1683636538461538
SE,shopee,2023-03-08,0.096743448275862
SE,shopee,2023-03-09,0.3387549800796812
SE,shopee,2023-03-10,0.1148479411764705
SE,shopee,2023-03-11,0.3438341494845361
SE,shopee,2023-03-12,0.2520453032104637
SE,shopee,2023-03-13,0.3222492163009403
SE,shopee,2023-03-14,0.2974649253731343
SE,shopee,2023-03-15,0.2198925373134328
SE,shopee,2023-03-16,0.0867424210526315
SE,shopee,2023-03-17,0.239310396039604
SE,shopee,2023-03-18,0.1419034285714285
SE,shopee,2023-03-19,0.2140356241234221
SE,shopee,2023-03-20,0.5163307216494846
SE,shopee,2023-03-21,0.1429317357512953
SE,shopee,2023-03-22,0.0684838735818476
SE,shopee,2023-03-23,0.1596407079646017
SE,shopee,2023-03-24,0.0783420273972602
SE,shopee,2023-03-25,0.354035412474849
SE,shopee,2023-03-26,0.4105884408602149
SE,shopee,2023-03-27,0.3056650224215246
SE,shopee,2023-03-28,0.3595075208913649
SE,shopee,2023-03-29,0.3064433070866142
SE,shopee,2023-03-30,0.4780517906336087
SE,shopee,2023-03-31,0.1422093143596377
SE,shopee,2023-04-01,0.0794731958762886
SE,shopee,2023-04-02,0.5559814236111111
SE,shopee,2023-04-03,0.4568434224598929
SE,shopee,2023-04-04,0.0833943181818181
SE,shopee,2023-04-05,0.2338242562929061
SE,shopee,2023-04-06,0.2394852459016393
SE,shopee,2023-04-07,-0.6715127597873368
SE,shopee,2023-04-08,0.4233961538461538
SE,shopee,2023-04-09,0.3045095435684646
SE,shopee,2023-04-10,0.2495122692725299
SE,shopee,2023-04-11,0.6367271910112361
SE,shopee,2023-04-12,0.4055045045045045
SE,shopee,2023-04-13,0.5308492656875833
SE,shopee,2023-04-14,0.5841873156342183
SE,shopee,2023-04-15,0.3448450920245398
SE,shopee,2023-04-16,0.2070830136986301
SE,shopee,2023-04-17,0.2698552123552123
SE,shopee,2023-04-18,0.1280659574468085
SE,shopee,2023-04-19,0.4938509202453988
SE,garena,2023-02-27,0.0
SE,garena,2023-03-06,0.0
SE,garena,2023-03-27,0.0
GRAB,grab,2023-02-19,0.5106
GRAB,grab,2023-02-21,0.236625
GRAB,grab,2023-02-22,-0.3181666666666666
GRAB,grab,2023-02-24,0.9272
GRAB,grab,2023-02-28,0.01375
GRAB,grab,2023-03-01,0.91
GRAB,grab,2023-03-06,0.6597
GRAB,grab,2023-03-08,0.128
GRAB,grab,2023-03-09,0.6486
GRAB,grab,2023-03-14,0.6056142857142858
GRAB,grab,2023-03-18,0.0516
GRAB,grab,2023-03-22,-0.1909
GRAB,grab,2023-03-26,0.2732
GRAB,grab,2023-03-30,-0.8126
GRAB,grab,2023-03-31,0.7783
GRAB,grab,2023-04-05,0.8442
GRAB,grab,2023-04-07,-0.5574
GRAB,grab,2023-04-09,0.7717
GRAB,grab,2023-04-10,0.2388
GRAB,grab,2023-04-17,-0.8555
GRAB,grab,2023-04-18,0.3612
GRAB,grab,2023-02-18,0.0
GRAB,grab,2023-02-20,0.0
GRAB,grab,2023-02-23,0.0
GRAB,grab,2023-02-25,0.0
GRAB,grab,2023-02-26,0.0
GRAB,grab,2023-03-02,0.0
GRAB,grab,2023-03-03,0.0
GRAB,grab,2023-03-04,0.0
GRAB,grab,2023-03-05,0.0
GRAB,grab,2023-03-07,0.0
GRAB,grab,2023-03-10,0.0
GRAB,grab,2023-03-11,0.0
GRAB,grab,2023-03-12,0.0
GRAB,grab,2023-03-13,0.0
GRAB,grab,2023-03-15,0.0
GRAB,grab,2023-03-16,0.0
GRAB,grab,2023-03-17,0.0
GRAB,grab,2023-03-19,0.0
GRAB,grab,2023-03-20,0.0
GRAB,grab,2023-03-23,0.0
GRAB,grab,2023-03-24,0.0
GRAB,grab,2023-03-25,0.0
GRAB,grab,2023-03-27,0.0
GRAB,grab,2023-03-28,0.0
GRAB,grab,2023-03-29,0.0
GRAB,grab,2023-04-01,0.0
GRAB,grab,2023-04-02,0.0
GRAB,grab,2023-04-03,0.0
GRAB,grab,2023-04-04,0.0
GRAB,grab,2023-04-06,0.0
GRAB,grab,2023-04-08,0.0
GRAB,grab,2023-04-12,0.0
GRAB,grab,2023-04-13,0.0
GRAB,grab,2023-04-14,0.0
GRAB,grab,2023-04-15,0.0
GRAB,grab,2023-04-16,0.0
GRAB,grab,2023-04-19,0.0
GRAB,grab,2023-02-27,0.4215
GRAB,grab,2023-04-11,0.4215
GRAB,grab,2023-03-21,0.296
039.SI,ocbc,2023-02-19,-0.4404
039.SI,ocbc,2023-02-23,0.7184
039.SI,ocbc,2023-02-24,0.2202
039.SI,ocbc,2023-02-25,0.5374
039.SI,ocbc,2023-02-28,0.2609999999999999
039.SI,ocbc,2023-03-02,-0.5719
039.SI,ocbc,2023-03-03,0.7845
039.SI,ocbc,2023-03-04,0.5611166666666666
039.SI,ocbc,2023-03-06,0.9413
039.SI,ocbc,2023-03-09,0.0631999999999999
039.SI,ocbc,2023-03-10,0.2266666666666666
039.SI,ocbc,2023-03-13,0.28012
039.SI,ocbc,2023-03-16,0.7351
039.SI,ocbc,2023-03-20,0.0468499999999999
039.SI,ocbc,2023-03-24,0.6908
039.SI,ocbc,2023-03-26,-0.4587999999999999
039.SI,ocbc,2023-04-02,0.246
039.SI,ocbc,2023-04-03,0.7954545454545454
039.SI,ocbc,2023-04-04,-0.296
039.SI,ocbc,2023-04-05,0.5171
039.SI,ocbc,2023-04-06,0.4110285714285714
039.SI,ocbc,2023-04-08,-0.8591
039.SI,ocbc,2023-04-10,0.1531
039.SI,ocbc,2023-04-11,-0.296
039.SI,ocbc,2023-04-14,-0.1531
039.SI,ocbc,2023-04-17,-0.8126
039.SI,ocbc,2023-02-18,0.0
039.SI,ocbc,2023-02-20,0.0
039.SI,ocbc,2023-02-21,0.0
039.SI,ocbc,2023-02-22,0.0
039.SI,ocbc,2023-02-26,0.0
039.SI,ocbc,2023-02-27,0.0
039.SI,ocbc,2023-03-01,0.0
039.SI,ocbc,2023-03-05,0.0
039.SI,ocbc,2023-03-07,0.0
039.SI,ocbc,2023-03-08,0.0
039.SI,ocbc,2023-03-11,0.0
039.SI,ocbc,2023-03-12,0.0
039.SI,ocbc,2023-03-14,0.0
039.SI,ocbc,2023-03-15,0.0
039.SI,ocbc,2023-03-17,0.0
039.SI,ocbc,2023-03-18,0.0
039.SI,ocbc,2023-03-19,0.0
039.SI,ocbc,2023-03-21,0.0
039.SI,ocbc,2023-03-23,0.0
039.SI,ocbc,2023-03-25,0.0
039.SI,ocbc,2023-03-27,0.0
039.SI,ocbc,2023-03-28,0.0
039.SI,ocbc,2023-03-29,0.0
039.SI,ocbc,2023-03-30,0.0
039.SI,ocbc,2023-03-31,0.0
039.SI,ocbc,2023-04-07,0.0
039.SI,ocbc,2023-04-09,0.0
039.SI,ocbc,2023-04-12,0.0
039.SI,ocbc,2023-04-13,0.0
039.SI,ocbc,2023-04-15,0.0
039.SI,ocbc,2023-04-16,0.0
039.SI,ocbc,2023-04-18,0.0
039.SI,ocbc,2023-04-19,0.0
039.SI,ocbc,2023-03-22,0.6369
039.SI,ocbc,2023-04-01,0.6369
BN4.SI,keppel,2023-02-18,0.0758285714285714
BN4.SI,keppel,2023-02-19,0.1789058823529411
BN4.SI,keppel,2023-02-20,0.6698521739130435
BN4.SI,keppel,2023-02-21,0.7351
BN4.SI,keppel,2023-02-23,0.4519727272727273
BN4.SI,keppel,2023-02-24,0.56985
BN4.SI,keppel,2023-02-25,0.0258
BN4.SI,keppel,2023-02-27,0.5497090909090909
BN4.SI,keppel,2023-02-28,0.2628857142857143
BN4.SI,keppel,2023-03-01,0.6124
BN4.SI,keppel,2023-03-02,-0.0211142857142857
BN4.SI,keppel,2023-03-03,0.0618043478260869
BN4.SI,keppel,2023-03-04,0.4081347826086957
BN4.SI,keppel,2023-03-05,0.221045
BN4.SI,keppel,2023-03-06,0.4783999999999999
BN4.SI,keppel,2023-03-09,0.5550111111111111
BN4.SI,keppel,2023-03-10,0.2581571428571428
BN4.SI,keppel,2023-03-11,0.5277333333333333
BN4.SI,keppel,2023-03-14,-0.2263
BN4.SI,keppel,2023-03-15,0.3358285714285714
BN4.SI,keppel,2023-03-16,0.7351
BN4.SI,keppel,2023-03-17,0.2872647058823529
BN4.SI,keppel,2023-03-18,0.6425833333333334
BN4.SI,keppel,2023-03-19,-0.0037888888888888
BN4.SI,keppel,2023-03-20,0.7290333333333333
BN4.SI,keppel,2023-03-21,0.6824
BN4.SI,keppel,2023-03-22,0.68708
BN4.SI,keppel,2023-03-23,0.2308
BN4.SI,keppel,2023-03-24,0.31245
BN4.SI,keppel,2023-03-25,0.7624195121951219
BN4.SI,keppel,2023-03-26,0.60675
BN4.SI,keppel,2023-03-27,0.5851884615384615
BN4.SI,keppel,2023-03-28,0.3555538461538461
BN4.SI,keppel,2023-03-29,0.8699
BN4.SI,keppel,2023-03-30,0.42955
BN4.SI,keppel,2023-03-31,-0.0109
BN4.SI,keppel,2023-04-01,0.57115
BN4.SI,keppel,2023-04-03,0.32985
BN4.SI,keppel,2023-04-05,0.5470375000000001
BN4.SI,keppel,2023-04-06,-0.04068
BN4.SI,keppel,2023-04-07,0.0243437499999999
BN4.SI,keppel,2023-04-08,-0.0568888888888888
BN4.SI,keppel,2023-04-09,0.1123142857142857
BN4.SI,keppel,2023-04-10,0.1460363636363636
BN4.SI,keppel,2023-04-11,0.0208749999999999
BN4.SI,keppel,2023-04-12,0.1750727272727272
BN4.SI,keppel,2023-04-13,0.0663
BN4.SI,keppel,2023-04-14,0.069992
BN4.SI,keppel,2023-04-15,-0.0341799999999999
BN4.SI,keppel,2023-04-16,0.0176333333333333
BN4.SI,keppel,2023-04-17,0.0634333333333333
BN4.SI,keppel,2023-04-18,-0.1199125
BN4.SI,keppel,2023-04-19,-0.1604049999999999
BN4.SI,keppel,2023-02-22,0.0
BN4.SI,keppel,2023-02-26,0.0
BN4.SI,keppel,2023-03-07,0.0
BN4.SI,keppel,2023-03-08,0.0
BN4.SI,keppel,2023-03-12,0.0
BN4.SI,keppel,2023-03-13,0.0
BN4.SI,keppel,2023-04-02,0.0
BN4.SI,keppel,2023-04-04,0.0
C07.SI,jardine,2023-02-18,-0.1632461538461538
C07.SI,jardine,2023-02-19,-0.0658631578947368
C07.SI,jardine,2023-02-20,0.20425
C07.SI,jardine,2023-02-21,0.5918749999999999
C07.SI,jardine,2023-02-22,0.6799321839080461
C07.SI,jardine,2023-02-23,0.3960916666666667
C07.SI,jardine,2023-02-24,0.3737333333333333
C07.SI,jardine,2023-02-25,0.5933750000000001
C07.SI,jardine,2023-02-26,-0.0756315789473684
C07.SI,jardine,2023-02-27,0.54162
C07.SI,jardine,2023-02-28,0.8644000000000001
C07.SI,jardine,2023-03-01,0.6111739130434782
C07.SI,jardine,2023-03-02,0.4864630434782608
C07.SI,jardine,2023-03-03,0.0127008474576271
C07.SI,jardine,2023-03-04,0.8914794117647058
C07.SI,jardine,2023-03-05,-0.11132
C07.SI,jardine,2023-03-06,0.5267755102040816
C07.SI,jardine,2023-03-07,-0.21075
C07.SI,jardine,2023-03-08,-0.5262230769230768
C07.SI,jardine,2023-03-09,0.8424000000000001
C07.SI,jardine,2023-03-10,0.4564999999999999
C07.SI,jardine,2023-03-11,0.128484
C07.SI,jardine,2023-03-12,-0.0624564516129032
C07.SI,jardine,2023-03-13,0.6900071428571428
C07.SI,jardine,2023-03-14,0.3468520134228187
C07.SI,jardine,2023-03-15,0.180328125
C07.SI,jardine,2023-03-16,0.419447619047619
C07.SI,jardine,2023-03-17,0.1828869565217391
C07.SI,jardine,2023-03-19,0.4553321428571429
C07.SI,jardine,2023-03-21,0.5702787234042552
C07.SI,jardine,2023-03-22,0.895868085106383
C07.SI,jardine,2023-03-23,-0.3556875
C07.SI,jardine,2023-03-24,0.5207166666666666
C07.SI,jardine,2023-03-25,0.6597
C07.SI,jardine,2023-03-26,0.3906558823529412
C07.SI,jardine,2023-03-27,0.136376923076923
C07.SI,jardine,2023-03-28,-0.3182
C07.SI,jardine,2023-03-29,0.5044000000000001
C07.SI,jardine,2023-03-30,-0.1987090909090909
C07.SI,jardine,2023-03-31,0.4581125
C07.SI,jardine,2023-04-01,0.7184
C07.SI,jardine,2023-04-03,0.6441731707317072
C07.SI,jardine,2023-04-04,0.2936
C07.SI,jardine,2023-04-05,0.8481000000000001
C07.SI,jardine,2023-04-06,-0.1430333333333333
C07.SI,jardine,2023-04-07,0.5068571428571429
C07.SI,jardine,2023-04-08,0.080028
C07.SI,jardine,2023-04-09,0.0037870967741935
C07.SI,jardine,2023-04-10,-0.0960415143603133
C07.SI,jardine,2023-04-11,0.4671881188118813
C07.SI,jardine,2023-04-12,0.31329375
C07.SI,jardine,2023-04-13,0.4536878787878788
C07.SI,jardine,2023-04-14,0.3352909090909091
C07.SI,jardine,2023-04-15,0.4584763440860214
C07.SI,jardine,2023-04-16,0.2311082352941176
C07.SI,jardine,2023-04-17,0.287
C07.SI,jardine,2023-04-18,0.02732
C07.SI,jardine,2023-04-19,0.1413962962962963
C07.SI,jardine,2023-03-20,0.0
C07.SI,jardine,2023-04-02,0.0
C07.SI,jardine,2023-03-18,0.4215
C6L.SI,singapore airlines,2023-02-18,0.08058
C6L.SI,singapore airlines,2023-02-19,-0.0484875
C6L.SI,singapore airlines,2023-02-20,-0.045890909090909
C6L.SI,singapore airlines,2023-02-21,0.3754474226804124
C6L.SI,singapore airlines,2023-02-22,0.0322151515151515
C6L.SI,singapore airlines,2023-02-23,-0.1095904761904761
C6L.SI,singapore airlines,2023-02-24,-0.1142243243243243
C6L.SI,singapore airlines,2023-02-25,0.1082928571428571
C6L.SI,singapore airlines,2023-02-26,-0.1362727272727273
C6L.SI,singapore airlines,2023-02-27,-0.2101722222222222
C6L.SI,singapore airlines,2023-02-28,-0.1372363636363636
C6L.SI,singapore airlines,2023-03-01,0.2111761904761905
C6L.SI,singapore airlines,2023-03-02,0.3608924812030075
C6L.SI,singapore airlines,2023-03-03,-0.0263478260869565
C6L.SI,singapore airlines,2023-03-04,0.0093237288135593
C6L.SI,singapore airlines,2023-03-05,-0.16832
C6L.SI,singapore airlines,2023-03-06,-0.0908399999999999
C6L.SI,singapore airlines,2023-03-07,0.1892021276595744
C6L.SI,singapore airlines,2023-03-08,0.0572307692307692
C6L.SI,singapore airlines,2023-03-09,-0.0099254901960784
C6L.SI,singapore airlines,2023-03-10,-0.1686345930232558
C6L.SI,singapore airlines,2023-03-11,-0.1706
C6L.SI,singapore airlines,2023-03-12,-0.1124892307692307
C6L.SI,singapore airlines,2023-03-13,-0.0924113636363636
C6L.SI,singapore airlines,2023-03-14,0.12356
C6L.SI,singapore airlines,2023-03-15,0.1803904761904761
C6L.SI,singapore airlines,2023-03-16,-0.3935652173913044
C6L.SI,singapore airlines,2023-03-17,0.0343846153846154
C6L.SI,singapore airlines,2023-03-18,-0.0717947368421052
C6L.SI,singapore airlines,2023-03-19,0.0604633333333333
C6L.SI,singapore airlines,2023-03-20,-0.1600875
C6L.SI,singapore airlines,2023-03-21,-0.01325
C6L.SI,singapore airlines,2023-03-22,-0.0857538461538461
C6L.SI,singapore airlines,2023-03-23,0.2196096153846153
C6L.SI,singapore airlines,2023-03-24,-0.0003828358208955
C6L.SI,singapore airlines,2023-03-25,-0.041325
C6L.SI,singapore airlines,2023-03-26,-0.1298642857142857
C6L.SI,singapore airlines,2023-03-27,-0.0308353846153846
C6L.SI,singapore airlines,2023-03-28,0.0552347826086956
C6L.SI,singapore airlines,2023-03-29,-0.2593688405797101
C6L.SI,singapore airlines,2023-03-30,-0.2167235294117647
C6L.SI,singapore airlines,2023-03-31,0.2519423076923077
C6L.SI,singapore airlines,2023-04-01,0.7010102380952383
C6L.SI,singapore airlines,2023-04-02,-0.00705
C6L.SI,singapore airlines,2023-04-03,-0.0214830188679245
C6L.SI,singapore airlines,2023-04-04,0.0298133333333333
C6L.SI,singapore airlines,2023-04-05,-0.3330334319526627
C6L.SI,singapore airlines,2023-04-06,-0.3531010233918129
C6L.SI,singapore airlines,2023-04-07,-0.1698
C6L.SI,singapore airlines,2023-04-08,-0.0110230769230769
C6L.SI,singapore airlines,2023-04-09,0.5432941176470588
C6L.SI,singapore airlines,2023-04-10,-0.1009818181818181
C6L.SI,singapore airlines,2023-04-11,-0.0043093457943925
C6L.SI,singapore airlines,2023-04-12,-0.1608285714285714
C6L.SI,singapore airlines,2023-04-13,0.0088199999999999
C6L.SI,singapore airlines,2023-04-14,0.1265571428571428
C6L.SI,singapore airlines,2023-04-15,-0.1854727272727272
C6L.SI,singapore airlines,2023-04-16,-0.1427142857142857
C6L.SI,singapore airlines,2023-04-17,-0.6479712301587303
C6L.SI,singapore airlines,2023-04-18,-0.4667407407407407
C6L.SI,singapore airlines,2023-04-19,0.2518537299338999
F34.SI,wilmar,2023-02-18,0.2430526315789473
F34.SI,wilmar,2023-02-19,0.6559274725274726
F34.SI,wilmar,2023-02-20,0.8408443037974683
F34.SI,wilmar,2023-02-21,0.8651125
F34.SI,wilmar,2023-02-22,0.032292156862745
F34.SI,wilmar,2023-02-23,0.6878555555555557
F34.SI,wilmar,2023-02-24,0.246860975609756
F34.SI,wilmar,2023-02-25,0.4963
F34.SI,wilmar,2023-02-26,0.7622875
F34.SI,wilmar,2023-02-27,0.4209109662122109
F34.SI,wilmar,2023-02-28,-0.2502025031289111
F34.SI,wilmar,2023-03-01,0.3301243902439025
F34.SI,wilmar,2023-03-02,0.2023
F34.SI,wilmar,2023-03-03,0.432
F34.SI,wilmar,2023-03-05,0.6575
F34.SI,wilmar,2023-03-06,0.6616799999999999
F34.SI,wilmar,2023-03-07,0.7578999999999999
F34.SI,wilmar,2023-03-08,-0.0054725806451612
F34.SI,wilmar,2023-03-09,0.0548438461538461
F34.SI,wilmar,2023-03-10,0.2023
F34.SI,wilmar,2023-03-12,0.4238
F34.SI,wilmar,2023-03-13,0.7008500000000001
F34.SI,wilmar,2023-03-14,0.2021117647058823
F34.SI,wilmar,2023-03-15,0.3902848484848484
F34.SI,wilmar,2023-03-16,0.7291923076923077
F34.SI,wilmar,2023-03-19,0.2344333333333333
F34.SI,wilmar,2023-03-20,0.4741
F34.SI,wilmar,2023-03-21,0.1877857142857143
F34.SI,wilmar,2023-03-23,0.4939
F34.SI,wilmar,2023-03-26,0.7853
F34.SI,wilmar,2023-03-27,0.0933777777777778
F34.SI,wilmar,2023-03-28,0.7845
F34.SI,wilmar,2023-03-29,-0.0972374999999999
F34.SI,wilmar,2023-03-30,-0.34
F34.SI,wilmar,2023-03-31,0.2869
F34.SI,wilmar,2023-04-01,0.5106
F34.SI,wilmar,2023-04-02,0.61855
F34.SI,wilmar,2023-04-03,0.9061666666666666
F34.SI,wilmar,2023-04-04,0.5446545454545454
F34.SI,wilmar,2023-04-05,0.3135411764705882
F34.SI,wilmar,2023-04-06,0.3584888888888888
F34.SI,wilmar,2023-04-07,0.593475
F34.SI,wilmar,2023-04-08,0.1916
F34.SI,wilmar,2023-04-09,0.5719
F34.SI,wilmar,2023-04-10,-0.1010666666666666
F34.SI,wilmar,2023-04-11,-0.4731571428571428
F34.SI,wilmar,2023-04-12,0.6635944444444444
F34.SI,wilmar,2023-04-13,-0.2139199999999999
F34.SI,wilmar,2023-04-14,0.3340749999999999
F34.SI,wilmar,2023-04-15,0.5114
F34.SI,wilmar,2023-04-16,0.6435571428571428
F34.SI,wilmar,2023-04-17,0.7845
F34.SI,wilmar,2023-04-18,-0.8442
F34.SI,wilmar,2023-04-19,-0.0133578703703703
F34.SI,wilmar,2023-03-04,0.0
F34.SI,wilmar,2023-03-11,0.0
F34.SI,wilmar,2023-03-17,0.0
F34.SI,wilmar,2023-03-18,0.0
F34.SI,wilmar,2023-03-22,0.0
F34.SI,wilmar,2023-03-24,0.0
F34.SI,wilmar,2023-03-25,0.0
G07.SI,great eastern,2023-02-18,0.793625
G07.SI,great eastern,2023-02-19,0.1651333333333333
G07.SI,great eastern,2023-02-20,0.0295999999999999
